target_id tpm
Cs1g02690.1 0.172269
Cs1g02700.4 22.6692
Cs1g02710.1 1.18324
Cs1g02720.1 1.30608
Cs1g02730.1 8.53009
Cs1g02740.2 21.3422
Cs1g02750.1 400.422
Cs1g02760.2 8.86275
Cs1g02770.5 72.4882
Cs1g02780.1 16.66
Cs1g02790.1 25.6456
Cs1g02800.2 45.0969
Cs1g02810.1 44.0483
Cs1g02820.1 37.8023
Cs1g02830.1 30.5436
Cs1g02840.3 49.3782
Cs1g02850.1 85.803
Cs1g02860.1 33.0481
Cs1g02870.2 137.434
Cs1g02880.2 4.29676
Cs1g02890.1 25.2831
Cs1g02900.1 24.3772
Cs1g02910.1 5.74592
Cs1g02920.2 41.2357
Cs1g02930.1 27.281
Cs1g02940.1 61.4716
Cs1g02950.2 21.7962
Cs1g02960.2 79.4622
Cs1g02970.2 37.149
Cs1g02980.2 56.2887
Cs1g02990.1 0.830556
Cs1g03000.1 80.7648
Cs1g03010.1 0
Cs1g03020.1 0.555308
Cs1g03030.4 20.2014
Cs1g03040.1 7.18645
Cs1g03050.2 24.2692
Cs1g03060.1 72.5786
Cs1g03070.1 0.0642251
Cs1g03080.1 45.4607
Cs1g03090.1 18.6571
Cs1g03100.1 0
Cs1g03110.1 1089.88
Cs1g03120.2 84.7903
Cs1g03130.2 22.3187
Cs1g03140.2 294.099
Cs1g03150.1 0.571747
Cs1g03160.3 101.743
Cs1g03170.1 17.5095
Cs1g03180.1 32.5636
Cs1g03190.1 0.331805
Cs1g03200.4 30.6921
Cs1g03210.1 29.9374
Cs1g03220.2 32.4643
Cs1g03230.1 26.8788
Cs1g03240.8 24.2743
Cs1g03250.1 23.164
Cs1g03260.1 0.421662
Cs1g03270.1 0
Cs1g03280.1 38.1063
Cs1g03290.1 0
Cs1g03300.1 0.0553699
Cs1g03310.1 2.66601
Cs1g03320.1 1.43369
Cs1g03330.1 25.2603
Cs1g03340.2 36.3189
Cs1g03350.1 57.0843
Cs1g03360.3 13.7829
Cs1g03370.1 18.9601
Cs1g03380.1 3.72956
Cs1g03390.2 32.9885
Cs1g03400.1 0
Cs1g03410.4 44.0881
Cs1g03420.1 6.89415
Cs1g03430.1 18.4278
Cs1g03440.4 9.80831
Cs1g03450.2 16.054
Cs1g03460.1 37.008
Cs1g03470.1 1.42443
Cs1g03480.1 20.062
Cs1g03490.1 0.469082
Cs1g03500.3 311.488
Cs1g03510.1 0
Cs1g03520.2 48.9462
Cs1g03530.2 16.145
Cs1g03540.1 1.1535
Cs1g03550.1 4.43059
Cs1g03560.1 53.5288
Cs1g03570.2 11.6136
Cs1g03580.1 1.18859
Cs1g03590.2 26.6974
Cs1g03600.1 23.8851
Cs1g03610.2 0.506155
Cs1g03620.3 25.7184
Cs1g03630.3 10.3632
Cs1g03640.1 0.79787
Cs1g03650.1 0
Cs1g03660.1 0
Cs1g03670.1 1.55157
Cs1g03680.1 1.22142
Cs1g03690.1 4.3768
Cs1g03700.4 60.9459
Cs1g03710.1 0.228456
Cs1g03720.1 0.141077
Cs1g03730.1 0.2124
Cs1g03740.1 0.594401
Cs1g03750.1 0
Cs1g03760.1 0
Cs1g03770.1 0
Cs1g03780.1 0
Cs1g03790.1 0
Cs1g03800.1 0
Cs1g03810.1 0
Cs1g03820.1 0.115596
Cs1g03830.1 0
Cs1g03840.1 0
Cs1g03850.1 0.811822
Cs1g03860.1 24.2338
Cs1g03870.1 0.470682
Cs1g03880.1 0
Cs1g03890.1 0.117077
Cs1g03900.2 40.5444
Cs1g03910.1 0.0398842
Cs1g03920.1 0.0650253
Cs1g03930.1 0.133475
Cs1g03940.1 0
Cs1g03950.1 0
Cs1g03960.1 0.63489
Cs1g03970.1 0
Cs1g03980.1 1.27001
Cs1g03990.1 0.0406416
Cs1g04000.1 0
Cs1g04010.1 0
Cs1g04020.1 0.202601
Cs1g04030.2 156.492
Cs1g04040.1 0
Cs1g04050.1 0.293098
Cs1g04060.4 16.5715
Cs1g04070.1 39.8651
Cs1g04080.1 4.40342
Cs1g04090.1 0.545599
Cs1g04100.1 11.6302
Cs1g04110.1 0
Cs1g04115.1 77.0686
Cs1g04120.1 5.43723
Cs1g04130.1 71.4825
Cs1g04140.1 0
Cs1g04150.1 0
Cs1g04160.1 0
Cs1g04170.1 0
Cs1g04180.1 0
Cs1g04190.1 0.0355898
Cs1g04200.1 0
Cs1g04210.1 0
Cs1g04220.1 0
Cs1g04230.1 9.09063
Cs1g04235.1 126.551
Cs1g04240.1 0
Cs1g04250.1 0
Cs1g04260.1 0.114429
Cs1g04270.1 0
Cs1g04280.1 0
Cs1g04290.1 0
Cs1g04300.1 0
Cs1g04310.1 1.06719
Cs1g04320.1 0
Cs1g04330.1 0.0759734
Cs1g04340.1 49.9304
Cs1g04350.1 72.8142
Cs1g04360.1 82.2891
Cs1g04370.2 24.7394
Cs1g04380.1 2.84968
Cs1g04390.3 15.9701
Cs1g04400.1 8.35154
Cs1g04410.1 0
Cs1g04420.1 0
Cs1g04430.1 13.1104
Cs1g04440.1 0
Cs1g04450.1 0
Cs1g04460.1 0
Cs1g04470.1 0
Cs1g04480.1 0
Cs1g04485.1 3.81033
Cs1g04490.1 0
Cs1g04500.1 0
Cs1g04510.1 0.981429
Cs1g04520.1 0
Cs1g04530.1 0
Cs1g04540.1 0
Cs1g04550.1 0
Cs1g04560.1 20.6172
Cs1g04570.2 42.4425
Cs1g04580.1 1.41568
Cs1g04590.1 61.1138
Cs1g04600.1 157.41
Cs1g04610.2 31.7768
Cs1g04620.1 2.20865
Cs1g04630.1 0
Cs1g04640.1 17.2602
Cs1g04650.4 7.82839
Cs1g04660.1 0
Cs1g04670.1 0
Cs1g04680.1 6.14726
Cs1g04690.2 273.327
Cs1g04700.1 2.87662
Cs1g04710.1 37.869
Cs1g04720.1 0
Cs1g04730.1 0
Cs1g04740.1 0.454321
Cs1g04750.4 10.229
Cs1g04760.1 77.8622
Cs1g04770.1 0
Cs1g04780.1 48.6072
Cs1g04790.1 9.72945
Cs1g04800.2 2.51271
Cs1g04810.4 14.7532
Cs1g04820.1 2.36522
Cs1g04830.1 0
Cs1g04840.2 0.163158
Cs1g04850.1 9.08226
Cs1g04860.2 42.9796
Cs1g04870.4 11.668
Cs1g04880.1 0.293048
Cs1g04890.1 0
Cs1g04900.1 13.1712
Cs1g04910.1 220.46
Cs1g04920.1 0
Cs1g04930.1 0
Cs1g04940.1 0.160631
Cs1g04950.1 0.68366
Cs1g04960.1 0.0879268
Cs1g04970.1 272.87
Cs1g04980.1 44.8306
Cs1g04990.2 41.9568
Cs1g05000.3 448.565
Cs1g05010.1 0
Cs1g05015.1 0
Cs1g05020.1 0
Cs1g05030.1 0.678505
Cs1g05040.1 0
Cs1g05050.1 0
Cs1g05060.1 0
Cs1g05070.1 0
Cs1g05080.1 0.0861484
Cs1g05090.1 1.11289
Cs1g05100.1 86.8328
Cs1g05110.1 9.21605
Cs1g05120.1 0
Cs1g05130.1 0
Cs1g05140.1 0
Cs1g05150.1 3.05411
Cs1g05160.1 0
Cs1g05170.2 23.8093
Cs1g05180.1 0.248085
Cs1g05190.1 0.170737
Cs1g05200.2 0.291804
Cs1g05210.1 42.2405
Cs1g05220.1 0.0551832
Cs1g05230.1 0
Cs1g05240.1 0.159985
Cs1g05250.1 0.0445491
Cs1g05260.1 0
Cs1g05270.1 0
Cs1g05280.1 22.7679
Cs1g05290.5 4.94972
Cs1g05300.1 0
Cs1g05310.1 0
Cs1g05320.1 0
Cs1g05330.1 0
Cs1g05340.1 0
Cs1g05350.1 0.203954
Cs1g05360.1 0.188228
Cs1g05370.1 0.113564
Cs1g05380.1 0
Cs1g05390.1 5.38746
Cs1g05400.1 0
Cs1g05410.1 2.65789
Cs1g05420.2 21.4381
Cs1g05430.4 31.4685
Cs1g05440.1 3.8921
Cs1g05450.1 0.0866557
Cs1g05460.1 0.03177
Cs1g05470.2 2.57981
Cs1g05480.2 5.69445
Cs1g05490.2 54.0288
Cs1g05500.1 0.163708
Cs1g05510.1 17.8164
Cs1g05520.1 0
Cs1g05530.4 30.9913
Cs1g05540.1 2.16918
Cs1g05550.1 4.13576
Cs1g05560.1 0.23945
Cs1g05570.1 3.61878
Cs1g05580.1 9.7297
Cs1g05590.1 57.5062
Cs1g05600.1 0.191202
Cs1g05610.1 0
Cs1g05620.1 0
Cs1g05630.1 0
Cs1g05640.1 0
Cs1g05650.2 25.7468
Cs1g05660.1 0
Cs1g05670.1 0
Cs1g05680.1 0.185779
Cs1g05690.1 23.8275
Cs1g05700.1 8.54837
Cs1g05710.1 0
Cs1g05720.1 0
Cs1g05730.1 3.33818
Cs1g05740.1 0
Cs1g05750.3 15.2486
Cs1g05760.4 149.931
Cs1g05770.1 6.17157
Cs1g05780.1 44.3889
Cs1g05790.1 0.622919
Cs1g05800.1 0
Cs1g05810.2 9.49705
Cs1g05820.1 2.13789
Cs1g05830.1 1.05176
Cs1g05835.1 2.0271
Cs1g05840.1 0
Cs1g05850.1 0.186937
Cs1g05860.1 0
Cs1g05870.1 0
Cs1g05880.1 0
Cs1g05890.1 0.297943
Cs1g05900.1 57.5422
Cs1g05910.1 0.589643
Cs1g05920.1 0
Cs1g05930.1 0.749812
Cs1g05940.1 1.15816
Cs1g05950.1 1.67451
Cs1g05960.1 0
Cs1g05970.1 0.0298115
Cs1g05980.1 0
Cs1g05990.1 0
Cs1g06000.1 0.297385
Cs1g06010.1 0.123766
Cs1g06020.1 0
Cs1g06030.1 0
Cs1g06040.2 104.789
Cs1g06050.1 203.347
Cs1g06060.1 22.9687
Cs1g06070.1 0
Cs1g06080.1 3.65045
Cs1g06090.1 2.96279
Cs1g06095.1 4.43204
Cs1g06100.1 0.0748965
Cs1g06110.1 0
Cs1g06120.1 0
Cs1g06130.1 5.21789
Cs1g06140.1 0.220732
Cs1g06150.1 41.7864
Cs1g06160.1 0.23256
Cs1g06170.1 0
Cs1g06180.1 0
Cs1g06190.1 0
Cs1g06200.1 0
Cs1g06210.1 5.58206
Cs1g06220.1 0.0655251
Cs1g06230.2 20.5972
Cs1g06240.1 202.735
Cs1g06250.1 0.508227
Cs1g06260.1 1.19351
Cs1g06270.1 0
Cs1g06280.1 0.260386
Cs1g06290.3 5.21585
Cs1g06300.1 100.339
Cs1g06310.1 0.307035
Cs1g06320.1 82.6112
Cs1g06330.1 12.8993
Cs1g06340.1 3.12117
Cs1g06350.1 0
Cs1g06360.1 24.5089
Cs1g06370.1 17.2569
Cs1g06380.1 38.793
Cs1g06390.1 0.293639
Cs1g06400.2 15.7071
Cs1g06410.1 6.72124
Cs1g06420.7 113.342
Cs1g06430.1 0
Cs1g06440.1 9.03082
Cs1g06450.1 0.885565
Cs1g06460.1 51.7969
Cs1g06470.1 19.7235
Cs1g06480.1 35.5751
Cs1g06490.1 13.3695
Cs1g06500.1 0
Cs1g06510.1 0
Cs1g06520.1 0
Cs1g06525.1 39.734
Cs1g06530.7 109.124
Cs1g06540.1 0.761281
Cs1g06550.1 0.141175
Cs1g06560.1 0.059079
Cs1g06570.1 0
Cs1g06580.4 27.5505
Cs1g06590.2 46.6934
Cs1g06600.1 0
Cs1g06610.1 0.264131
Cs1g06620.1 7.51711
Cs1g06630.1 0
Cs1g06640.1 0.834063
Cs1g06650.1 5.84112
Cs1g06660.1 10.4871
Cs1g06670.1 0
Cs1g06680.1 11.2452
Cs1g06690.1 2.64102
Cs1g06700.2 15.4813
Cs1g06710.1 29.667
Cs1g06720.1 0.373882
Cs1g06730.1 2.79256
Cs1g06740.4 23.5727
Cs1g06750.1 0.676961
Cs1g06760.1 110.474
Cs1g06770.1 0
Cs1g06780.1 0
Cs1g06790.1 5.45158
Cs1g06800.1 0
Cs1g06810.1 35.0849
Cs1g06820.1 0
Cs1g06830.1 7.70871
Cs1g06840.1 18.2627
Cs1g06850.3 0.502114
Cs1g06860.2 8.37499
Cs1g06850.1 0
Cs1g06870.1 33.2954
Cs1g06880.2 231.623
Cs1g06890.1 0
Cs1g06900.1 0
Cs1g06910.1 120.341
Cs1g06915.1 27.4004
Cs1g06920.1 14.2287
Cs1g06930.2 54.6844
Cs1g06940.1 38.2421
Cs1g06950.1 15.2422
Cs1g06960.3 26.7967
Cs1g06970.1 25.3746
Cs1g06980.3 13.7577
Cs1g06990.1 0
Cs1g07000.1 29.0307
Cs1g07010.3 4.63768
Cs1g07020.1 16.2763
Cs1g07030.1 32.1309
Cs1g07040.1 17.0936
Cs1g07050.1 0
Cs1g07060.1 0
Cs1g07070.1 0
Cs1g07080.4 47.4079
Cs1g07090.1 15.6781
Cs1g07100.1 0.309637
Cs1g07110.1 300.039
Cs1g07120.2 240.821
Cs1g07130.2 72.6972
Cs1g07140.1 9.71854
Cs1g07150.1 2.59825
Cs1g07160.1 5.99363
Cs1g07170.1 0.559431
Cs1g07180.1 0.852421
Cs1g07190.1 14.1945
Cs1g07200.1 0
Cs1g07210.1 19.118
Cs1g07220.1 14.7407
Cs1g07230.1 0
Cs1g07240.1 22.6386
Cs1g07250.1 0
Cs1g07260.1 0
Cs1g07270.1 0.0995301
Cs1g07280.1 0
Cs1g07290.1 0
Cs1g07300.1 0
Cs1g07310.1 43.2388
Cs1g07320.1 18.5549
Cs1g07330.1 11753.2
Cs1g07340.1 33.8191
Cs1g07350.2 23.8271
Cs1g07360.4 41.6445
Cs1g07370.1 5.85347
Cs1g07380.1 6.50475
Cs1g07390.1 19.3172
Cs1g07400.2 17.4185
Cs1g07410.2 162.589
Cs1g07420.1 58.7689
Cs1g07430.3 26.7361
Cs1g07440.1 0
Cs1g07450.1 23.3406
Cs1g07460.1 3.68895
Cs1g07470.1 13.1603
Cs1g07480.1 64.277
Cs1g07490.1 0
Cs1g07500.2 22.6567
Cs1g07510.1 215.858
Cs1g07520.2 11.3121
Cs1g07530.1 0
Cs1g07540.2 0.27413
Cs1g07550.1 60.561
Cs1g07560.1 0
Cs1g07570.1 0
Cs1g07580.1 0.0247435
Cs1g07590.1 18.0088
Cs1g07600.1 16.1006
Cs1g07610.1 0
Cs1g07620.1 1.1689
Cs1g07630.2 42.2344
Cs1g07640.1 0.134226
Cs1g07650.1 10.8764
Cs1g07660.1 0
Cs1g07670.2 14.7063
Cs1g07680.1 12.8971
Cs1g07690.1 12.9992
Cs1g07700.1 0.181596
Cs1g07710.1 0
Cs1g07720.1 0.533433
Cs1g07730.1 0
Cs1g07740.1 10.0795
Cs1g07750.1 34.9138
Cs1g07760.1 0
Cs1g07770.1 0
Cs1g07780.1 2.36718
Cs1g07790.1 0.152539
Cs1g07800.1 0
Cs1g07810.1 2.87582
Cs1g07820.1 0
Cs1g07830.1 2.10881
Cs1g07840.1 0
Cs1g07850.1 0.883046
Cs1g07860.1 0.273641
Cs1g07870.1 0
Cs1g07880.1 0
Cs1g07890.1 0
Cs1g07900.1 33.082
Cs1g07910.1 0
Cs1g07920.2 20.3885
Cs1g07930.2 12.475
Cs1g07940.2 31.1104
Cs1g07950.1 440.391
Cs1g07960.1 3.03312
Cs1g07970.1 0.251037
Cs1g07980.1 89.4957
Cs1g07990.1 46.3367
Cs1g08000.1 3.46681
Cs1g08010.1 27.0014
Cs1g08020.2 0.739956
Cs1g08030.1 0.0853406
Cs1g08040.1 0
Cs1g08050.1 26.4851
Cs1g08060.1 7.69038
Cs1g08070.1 9.05751
Cs1g08080.1 3.254
Cs1g08090.1 0.395651
Cs1g08100.1 0
Cs1g08110.1 0
Cs1g08120.1 0
Cs1g08130.1 8.18443
Cs1g08140.1 3.10065
Cs1g08150.1 160.07
Cs1g08160.2 22.3246
Cs1g08170.1 19.522
Cs1g08180.1 2.68123
Cs1g08190.1 0.851093
Cs1g08200.1 0
Cs1g08210.3 55.2103
Cs1g08220.1 1.86876
Cs1g08230.3 49.5984
Cs1g08240.1 58.2932
Cs1g08250.2 4.07565
Cs1g08260.1 9.18197
Cs1g08270.1 6.29266
Cs1g08280.1 5.71061
Cs1g08290.2 102.923
Cs1g08300.4 48.0681
Cs1g08310.1 0
Cs1g08320.1 0
Cs1g08330.1 0
Cs1g08340.1 0.041942
Cs1g08350.1 0
Cs1g08360.1 73.5165
Cs1g08370.1 23.8307
Cs1g08380.1 28.3123
Cs1g08390.1 0.128653
Cs1g08400.1 14.8081
Cs1g08410.1 3.11057
Cs1g08420.1 0.622919
Cs1g08430.3 18.4097
Cs1g08440.2 0.98246
Cs1g08450.1 6.04883
Cs1g08440.1 300.784
Cs1g08460.1 0.0935428
Cs1g08470.1 0.561727
Cs1g08480.2 18.966
Cs1g08485.1 4.29268
Cs1g08490.1 26.3938
Cs1g08500.1 27.9051
Cs1g08510.1 26.5431
Cs1g08520.1 0
Cs1g08530.1 0.0933823
Cs1g08535.1 1.26088
Cs1g08540.2 18.4689
Cs1g08550.1 0
Cs1g08560.1 5.77392
Cs1g08570.1 0
Cs1g08580.1 39.4586
Cs1g08590.1 1.91915
Cs1g08600.1 10.0515
Cs1g08610.1 0
Cs1g08620.1 104.047
Cs1g08630.1 0
Cs1g08640.2 34.7824
Cs1g08650.1 25.0667
Cs1g08660.1 0.739828
Cs1g08670.1 0
Cs1g08680.1 0
Cs1g08690.1 0
Cs1g08700.1 0
Cs1g08710.1 0.0469226
Cs1g08720.1 2.43551
Cs1g08730.1 0.12002
Cs1g08740.3 18.537
Cs1g08750.1 0.0647667
Cs1g08760.1 17.2129
Cs1g08770.1 260.618
Cs1g08780.1 0.174519
Cs1g08790.1 0
Cs1g08800.1 0
Cs1g08810.4 20.1684
Cs1g08820.1 3.83407
Cs1g08830.1 0
Cs1g08840.1 271.489
Cs1g08850.3 4.68583
Cs1g08860.1 0
Cs1g08870.1 31.8421
Cs1g08880.2 24.3616
Cs1g08890.2 1.36108
Cs1g08900.2 25.5498
Cs1g08910.1 29.4106
Cs1g08920.1 74.2577
Cs1g08930.1 3.29857
Cs1g08940.1 33.7066
Cs1g08950.1 26.2954
Cs1g08960.1 0
Cs1g08970.1 0
Cs1g08980.1 0
Cs1g08990.1 9.17013
Cs1g09000.1 0
Cs1g09010.1 0.870348
Cs1g09020.1 2.9129
Cs1g09030.3 93.1727
Cs1g09040.1 1.55593
Cs1g09050.1 0.693775
Cs1g09060.1 0.23311
Cs1g09070.1 8.00181
Cs1g09080.1 27.7053
Cs1g09090.1 7.14871
Cs1g09100.1 0
Cs1g09110.1 144.571
Cs1g09120.1 22.0399
Cs1g09140.2 32.3751
Cs1g09130.1 1.6742
Cs1g09150.1 0.412565
Cs1g09160.1 0
Cs1g09170.1 0.108679
Cs1g09180.1 0
Cs1g09190.1 0
Cs1g09200.1 1.87164
Cs1g09210.1 0
Cs1g09220.1 0
Cs1g09230.1 2.3349
Cs1g09240.1 0
Cs1g09250.1 0
Cs1g09254.1 4.09917
Cs1g09260.1 20.6116
Cs1g09270.1 9.93731
Cs1g09280.2 39.5706
Cs1g09290.2 42.8327
Cs1g09300.1 1.46767
Cs1g09310.1 15.147
Cs1g09320.1 0.435603
Cs1g09325.1 2.29093
Cs1g09330.1 1.07722
Cs1g09340.1 0
Cs1g09350.1 4.47158
Cs1g09360.1 25.7369
Cs1g09363.1 43.1382
Cs1g09370.1 0.393063
Cs1g09380.1 1.21207
Cs1g09390.1 0
Cs1g09400.1 4.35779
Cs1g09402.2 1.31986
Cs1g09404.1 0.123038
Cs1g09408.2 1.57042
Cs1g09410.1 3.31037
Cs1g09420.1 37.0081
Cs1g09430.1 2.10009
Cs1g09440.1 0
Cs1g09450.1 4.48164
Cs1g09460.1 8.60639
Cs1g09470.1 0.154343
Cs1g09480.1 0.0823824
Cs1g09490.2 30.6547
Cs1g09500.1 7.46864
Cs1g09510.1 0.249304
Cs1g09520.1 3.9846
Cs1g09530.1 8.81763
Cs1g09540.1 4.96253
Cs1g09550.1 0
Cs1g09560.1 1.86904
Cs1g09570.1 7.7709
Cs1g09575.1 2.23247
Cs1g09580.1 4.89119
Cs1g09590.1 0.371044
Cs1g09600.2 2.5355
Cs1g09610.1 0.418274
Cs1g09620.1 0
Cs1g09630.2 0.182784
Cs1g09635.1 2.59153
Cs1g09640.1 0.654921
Cs1g09650.1 0.910218
Cs1g09660.1 1.5956
Cs1g09665.1 1.20857
Cs1g09670.1 3.98034
Cs1g09680.1 0.986651
Cs1g09690.1 16.4634
Cs1g09700.1 6.17162
Cs1g09710.1 0.274614
Cs1g09720.1 17.5062
Cs1g09730.1 0
Cs1g09740.1 0
Cs1g09750.1 0
Cs1g09760.1 0
Cs1g09770.1 0
Cs1g09780.1 0
Cs1g09790.1 3.19891
Cs1g09800.1 0
Cs1g09810.1 0
Cs1g09820.1 0
Cs1g09830.1 0.374659
Cs1g09840.2 110.631
Cs1g09850.1 0
Cs1g09860.1 0.965746
Cs1g09870.1 0
Cs1g09880.1 0
Cs1g09890.1 0
Cs1g09900.1 0
Cs1g09910.3 8.75487
Cs1g09920.1 17.9123
Cs1g09930.1 0
Cs1g09940.1 0
Cs1g09950.1 0
Cs1g09960.1 2.86071
Cs1g09970.1 0
Cs1g09980.1 0
Cs1g09990.1 3.54419
Cs1g09995.1 3.8319
Cs1g10000.1 0.926965
Cs1g10010.3 27.2156
Cs1g10020.1 0
Cs1g10030.5 14.7946
Cs1g10040.1 65.6801
Cs1g10050.1 0
Cs1g10060.1 0
Cs1g10070.2 38.1847
Cs1g10080.1 0
Cs1g10090.1 0
Cs1g10100.5 64.3628
Cs1g10110.1 0.303841
Cs1g10115.1 23.436
Cs1g10120.1 0
Cs1g10130.1 22.8374
Cs1g10140.4 23.7551
Cs1g10150.1 22.3417
Cs1g10160.1 2.80145
Cs1g10170.1 6.43615
Cs1g10180.1 5.66854
Cs1g10190.1 0
Cs1g10200.1 0
Cs1g10210.1 0
Cs1g10220.1 16.5073
Cs1g10230.3 2.72382
Cs1g10240.1 25.9059
Cs1g10245.1 294.552
Cs1g10250.1 0.0954649
Cs1g10260.1 6.38464
Cs1g10270.1 0
Cs1g10280.1 0.931434
Cs1g10270.2 227.236
Cs1g10290.1 0
Cs1g10300.2 0
Cs1g10310.2 10.3392
Cs1g10320.1 0.847241
Cs1g10330.1 0.109332
Cs1g10340.1 0
Cs1g10350.1 0
Cs1g10360.1 0
Cs1g10370.1 0.408496
Cs1g10380.1 1.50822
Cs1g10390.1 0
Cs1g10389.1 12.6318
Cs1g10400.1 2.84833
Cs1g10410.1 0
Cs1g10420.1 0
Cs1g10430.1 0
Cs1g10440.1 0.857086
Cs1g10450.1 0.975201
Cs1g10460.1 0.164761
Cs1g10470.1 0.4569
Cs1g10480.1 3.33138
Cs1g10490.1 0
Cs1g10500.1 0
Cs1g10510.1 0
Cs1g10520.1 1.50622
Cs1g10530.1 0
Cs1g10540.1 0.0374776
Cs1g10550.2 291.229
Cs1g10560.1 48.322
Cs1g10570.1 41.0602
Cs1g10580.1 0.110533
Cs1g10590.5 44.0685
Cs1g10600.4 34.9511
Cs1g10610.1 129.621
Cs1g10620.1 0
